21101,257975
21103,257541
21233,255638
21226,255946
21229,256543
112099,2033586
107431,1850371
46311,851766
46310,854313
46308,854313
46312,851766
46343,852457
22425,295028
107052,1725813
12990,154842
26698,326531
92581,1548206
92571,1548206
92943,1554694
6503,99241
85102,1388117
85103,1388117
17709,146869
53711,900772
96836,1631166
76857,1296253
76855,1296253
76854,1296253
76851,1295940
76856,1295940
76850,1295942
76849,1295942
76863,1288115
82095,1349067
74919,1252561
82645,1352868
89182,1480057
82664,1353070
81261,1344413
82766,1343714
82756,1346112
82755,1346112
82786,1346112
79742,1332491
56407,946317
122122,2199510
102485,1708765
61867,995949
118736,2166947
94748,1619977
61750,994076
63409,1004662
61711,991078
61653,991042
61707,991134
63408,1004662
118270,2163121
56601,951979
56576,951979
21101,257975
21103,257541
21233,255638
21226,255946
21229,256543
112099,2033586
107431,1850371
46311,851766
46310,854313
46308,854313
46312,851766
46343,852457
22425,295028
107052,1725813
12990,154842
26698,326531
92581,1548206
92571,1548206
92943,1554694
6503,99241
85102,1388117
85103,1388117
17709,146869
53711,900772
96836,1631166
76857,1296253
76855,1296253
76854,1296253
76851,1295940
76856,1295940
76850,1295942
76849,1295942
76863,1288115
82095,1349067
74919,1252561
82645,1352868
89182,1480057
82664,1353070
81261,1344413
82766,1343714
82756,1346112
82755,1346112
82786,1346112
79742,1332491
56407,946317
122122,2199510
102485,1708765
61867,995949
118736,2166947
94748,1619977
61750,994076
63409,1004662
61711,991078
61653,991042
61707,991134
63408,1004662
118270,2163121
56601,951979
56576,951979
21101,257975
21103,257541
21233,255638
21226,255946
21229,256543
112099,2033586
107431,1850371
46311,851766
46310,854313
46308,854313
46312,851766
46343,852457
22425,295028
107052,1725813
12990,154842
26698,326531
92581,1548206
92571,1548206
92943,1554694
6503,99241
85102,1388117
85103,1388117
17709,146869
53711,900772
96836,1631166
76857,1296253
76855,1296253
76854,1296253
76851,1295940
76856,1295940
76850,1295942
76849,1295942
76863,1288115
82095,1349067
74919,1252561
82645,1352868
89182,1480057
82664,1353070
81261,1344413
82766,1343714
82756,1346112
82755,1346112
82786,1346112
79742,1332491
56407,946317
122122,2199510
102485,1708765
61867,995949
118736,2166947
94748,1619977
61750,994076
63409,1004662
61711,991078
61653,991042
61707,991134
63408,1004662
118270,2163121
56601,951979
56576,951979
21101,257975
21103,257541
21233,255638
21226,255946
21229,256543
112099,2033586
107431,1850371
46311,851766
46310,854313
46308,854313
46312,851766
46343,852457
22425,295028
107052,1725813
12990,154842
26698,326531
92581,1548206
92571,1548206
92943,1554694
6503,99241
85102,1388117
85103,1388117
17709,146869
53711,900772
96836,1631166
76857,1296253
76855,1296253
76854,1296253
76851,1295940
76856,1295940
76850,1295942
76849,1295942
76863,1288115
82095,1349067
74919,1252561
82645,1352868
89182,1480057
82664,1353070
81261,1344413
82766,1343714
82756,1346112
82755,1346112
82786,1346112
79742,1332491
56407,946317
122122,2199510
102485,1708765
61867,995949
118736,2166947
94748,1619977
61750,994076
63409,1004662
61711,991078
61653,991042
61707,991134
63408,1004662
118270,2163121
56601,951979
56576,951979
